date,1. open,2. high,3. low,4. close,5. volume
2024-12-31,1210.4,1219.05,1206.4,1215.45,444246.0
2024-12-30,1219.65,1223.35,1208.65,1210.9,314452.0
2024-12-27,1216.65,1227.6,1216.65,1220.95,653086.0
2024-12-26,1224.65,1228.0,1214.45,1216.6,556935.0
2024-12-24,1231.9,1233.45,1221.45,1223.5,268064.0
2024-12-23,1217.25,1227.0,1213.15,1222.1,3332773.0
2024-12-20,1229.95,1239.75,1202.1,1206.0,1166317.0
2024-12-19,1239.95,1244.95,1229.4,1230.6,424104.0
2024-12-18,1243.4,1259.9,1241.75,1253.05,260426.0
2024-12-17,1262.65,1262.65,1242.6,1245.1,639483.0
2024-12-16,1275.0,1281.6,1266.85,1268.05,465483.0
2024-12-13,1265.0,1275.15,1240.0,1273.35,1106984.0
2024-12-12,1275.2,1278.1,1261.05,1263.85,683512.0
2024-12-11,1286.5,1290.0,1275.35,1278.1,594409.0
2024-12-10,1290.0,1295.0,1280.75,1284.95,438986.0
2024-12-09,1303.0,1315.45,1292.9,1295.15,554024.0
2024-12-06,1326.9,1326.9,1309.8,1311.8,412701.0
2024-12-05,1310.75,1329.5,1306.4,1321.2,674847.0
2024-12-04,1326.95,1329.0,1305.0,1309.0,438492.0
2024-12-03,1318.85,1326.7,1307.25,1323.35,344673.0
2024-12-02,1291.65,1311.05,1277.0,1309.05,633384.0
2024-11-29,1280.0,1299.3,1274.75,1292.45,748891.0
2024-11-28,1291.95,1296.8,1269.25,1271.35,481819.0
2024-11-27,1295.75,1303.8,1286.2,1292.9,263573.0
2024-11-26,1296.45,1297.85,1284.0,1295.55,487024.0
2024-11-25,1294.8,1304.35,1282.65,1287.8,962533.0
2024-11-22,1229.9,1268.65,1223.05,1265.95,1055840.0
2024-11-21,1247.05,1247.05,1217.7,1223.2,491073.0
2024-11-19,1259.05,1281.0,1235.45,1241.3,397953.0
2024-11-18,1266.55,1273.1,1244.0,1260.65,609245.0
2024-11-14,1254.55,1272.5,1252.25,1267.7,799527.0
2024-11-13,1269.5,1275.0,1249.7,1252.25,525801.0
2024-11-12,1275.0,1289.4,1269.0,1273.1,592220.0
2024-11-11,1282.6,1285.95,1266.35,1273.05,695566.0
2024-11-08,1302.65,1302.8,1278.0,1284.0,927106.0
2024-11-07,1322.15,1324.0,1303.2,1305.65,529604.0
2024-11-06,1311.85,1328.45,1300.3,1325.55,873762.0
2024-11-05,1293.75,1309.35,1286.15,1305.95,410474.0
2024-11-04,1337.0,1338.6,1285.1,1302.0,1351832.0
2024-11-01,1339.85,1341.0,1334.3,1339.1,290860.0
2024-10-31,1341.9,1342.9,1326.05,1332.6,657958.0
2024-10-30,1339.8,1349.9,1324.8,1343.95,324322.0
2024-10-29,1334.3,1342.9,1320.5,1338.95,363374.0
2024-10-28,1338.0,1353.15,1322.0,1334.3,384134.0
2024-10-25,1343.85,1343.85,1322.5,1327.725,1470496.0
2024-10-24,1337.5,1343.8,1323.5,1339.975,867390.0
2024-10-23,1340.5,1357.5,1335.5,1338.85,849614.0
2024-10-22,1369.95,1375.95,1340.4,1343.65,378276.0
2024-10-21,1369.825,1374.0,1358.025,1369.125,394020.0
2024-10-18,1353.325,1368.0,1341.6,1358.775,1419472.0
2024-10-17,1369.35,1369.35,1352.5,1356.725,1662372.0
2024-10-16,1343.95,1364.275,1338.0,1354.0,635272.0
2024-10-15,1359.475,1372.0,1340.625,1343.95,1287148.0
2024-10-14,1380.85,1380.85,1368.25,1372.6,504838.0
2024-10-11,1371.0,1383.525,1369.0,1371.1,882564.0
2024-10-10,1382.175,1386.0,1370.0,1371.025,730900.0
