date,1. open,2. high,3. low,4. close,5. volume
2024-12-31,1287.95,1292.0,1280.4,1282.0,44526.0
2024-12-30,1300.05,1326.9,1289.55,1293.9,209890.0
2024-12-27,1298.0,1315.55,1298.0,1307.15,261601.0
2024-12-26,1300.05,1312.5,1289.2,1298.2,272298.0
2024-12-24,1298.9,1301.4,1290.15,1297.65,205370.0
2024-12-23,1295.0,1307.35,1287.0,1296.4,418423.0
2024-12-20,1280.35,1298.0,1272.55,1285.7,266923.0
2024-12-19,1286.65,1302.35,1284.9,1287.25,76264.0
2024-12-18,1328.0,1334.3,1307.85,1313.6,62026.0
2024-12-17,1345.7,1347.95,1326.55,1333.1,87216.0
2024-12-16,1344.0,1350.2,1340.0,1345.55,122873.0
2024-12-13,1328.95,1347.0,1313.55,1345.1,253101.0
2024-12-12,1325.95,1338.65,1324.6,1328.95,123179.0
2024-12-11,1325.95,1330.7,1316.4,1328.3,203821.0
2024-12-10,1322.0,1332.0,1315.55,1330.35,337443.0
2024-12-09,1324.55,1328.85,1320.2,1322.75,212916.0
2024-12-06,1339.2,1347.0,1327.0,1328.55,326376.0
2024-12-05,1315.25,1342.75,1308.7,1333.8,114474.0
2024-12-04,1306.7,1319.8,1302.0,1315.25,279720.0
2024-12-03,1307.95,1312.3,1297.5,1307.4,173968.0
2024-12-02,1300.65,1309.9,1289.05,1303.9,259537.0
2024-11-29,1283.9,1303.35,1283.9,1300.65,250860.0
2024-11-28,1299.0,1310.5,1282.55,1286.45,345309.0
2024-11-27,1299.95,1310.7,1297.55,1301.85,288892.0
2024-11-26,1305.05,1314.0,1302.45,1305.05,266405.0
2024-11-25,1293.0,1311.0,1290.2,1301.5,740106.0
2024-11-22,1255.65,1281.0,1255.5,1278.2,496252.0
2024-11-21,1248.65,1256.55,1233.0,1250.1,97346.0
2024-11-20,1248.7,1248.7,1248.7,1248.7,0.0
2024-11-19,1254.25,1261.15,1241.0,1248.7,115974.0
2024-11-18,1254.95,1261.8,1249.8,1253.75,356565.0
2024-11-14,1257.25,1267.45,1243.2,1255.25,418570.0
2024-11-13,1270.5,1276.4,1250.0,1253.85,94740.0
2024-11-12,1276.0,1294.6,1264.8,1270.5,189462.0
2024-11-11,1262.0,1275.65,1246.75,1269.15,1882348.0
2024-11-08,1274.65,1275.0,1253.0,1259.35,577882.0
2024-11-07,1302.7,1302.7,1275.5,1278.9,68502.0
2024-11-06,1296.3,1314.8,1292.55,1302.75,81271.0
2024-11-05,1270.25,1300.9,1263.4,1295.9,133989.0
2024-11-04,1291.0,1291.0,1270.0,1276.4,1151325.0
