date,1. open,2. high,3. low,4. close,5. volume
2024-12-31,4123.5498,4133.3501,4034.0,4097.2002,49909.0
2024-12-30,4174.8999,4199.0,4112.0,4158.9502,34498.0
2024-12-27,4162.0,4180.5,4149.0,4167.9502,46264.0
2024-12-26,4176.0,4192.2998,4142.3501,4168.6001,28724.0
2024-12-24,4159.9502,4217.2998,4158.0498,4180.6499,38839.0
2024-12-23,4199.0,4215.3501,4115.0,4156.7998,59196.0
2024-12-20,4310.1001,4381.9502,4152.9502,4168.0498,125781.0
2024-12-19,4283.8501,4362.8999,4262.3999,4271.5,55639.0
2024-12-18,4324.3501,4360.0,4295.9502,4348.2002,23020.0
2024-12-17,4415.8999,4430.4502,4318.0,4324.3999,53684.0
2024-12-16,4424.1001,4473.0,4398.75,4415.8999,34329.0
2024-12-13,4449.0,4493.7998,4394.7002,4473.6001,184505.0
2024-12-12,4444.9502,4484.9502,4427.0,4456.9502,99704.0
2024-12-11,4438.5,4449.8999,4407.6001,4427.5498,38019.0
2024-12-10,4446.9502,4494.0,4414.5,4431.9502,40964.0
2024-12-09,4424.0,4470.0,4416.4502,4452.0498,81719.0
2024-12-06,4450.0,4463.1001,4413.0,4446.5,116291.0
2024-12-05,4365.0,4488.0,4360.2002,4459.25,183703.0
2024-12-04,4319.8999,4386.3999,4294.2002,4355.1001,38270.0
2024-12-03,4300.0,4325.5,4266.5498,4301.4502,30653.0
2024-12-02,4264.9502,4287.0,4230.0,4272.9502,40342.0
2024-11-29,4219.9502,4298.0,4196.0,4273.5498,121945.0
2024-11-28,4327.9502,4340.1001,4234.0,4248.0498,46853.0
2024-11-27,4351.8501,4377.0,4323.1499,4332.1001,33790.0
2024-11-26,4286.8501,4364.5498,4286.8501,4351.8501,75212.0
2024-11-25,4293.9502,4328.0,4253.8999,4315.1001,114861.0
2024-11-22,4079.7,4254.5,4053.6001,4245.75,228392.0
2024-11-21,4089.95,4090.0,4025.0,4077.25,77479.0
2024-11-20,4039.3,4039.3,4039.3,4039.3,0.0
2024-11-19,4028.8501,4131.0,4015.8501,4039.3,55789.0
2024-11-18,4215.0,4215.0,3990.6499,4019.5,96670.0
2024-11-14,4131.7998,4160.3501,4115.8999,4146.1499,150903.0
2024-11-13,4186.75,4195.0,4131.0,4149.0498,22090.0
2024-11-12,4200.1499,4214.0,4165.0,4195.9502,27766.0
2024-11-11,4134.9502,4233.8501,4119.0,4195.0498,37213.0
2024-11-08,4158.9502,4169.1499,4119.7002,4145.0,114003.0
2024-11-07,4184.0,4205.25,4085.05,4149.3999,44655.0
2024-11-06,4000.05,4149.7998,3977.0,4138.7998,426912.0
2024-11-05,3962.3999,3962.3999,3962.3999,3962.3999,0.0
2024-11-04,3969.95,3986.25,3915.0,3962.3999,69842.0
2024-11-01,3992.95,3996.0,3979.75,3985.3999,17194.0
2024-10-31,4058.45,4079.95,3959.0,3971.25,417913.0
2024-10-30,4077.1499,4077.1499,4077.1499,4077.1499,0.0
2024-10-29,4090.05,4101.0,4059.55,4077.1499,100517.0
2024-10-28,4058.05,4133.0,4051.05,4093.05,77086.0
2024-10-25,4069.8999,4091.75,4034.0,4057.8999,142063.0
2024-10-24,4016.3501,4075.6001,4016.3501,4048.1499,41480.0
2024-10-23,3986.55,4113.6499,3986.55,4066.75,70857.0
2024-10-22,4054.05,4090.0,4008.0,4015.8,44932.0
2024-10-21,4125.0498,4138.1499,4062.8501,4078.3,49298.0
2024-10-18,4109.0,4146.1001,4090.0,4121.8501,151716.0
2024-10-17,4118.75,4129.0,4092.25,4106.2002,70673.0
2024-10-16,4077.5,4114.6001,4068.3,4094.8,97300.0
2024-10-15,4145.0,4169.0,4095.5,4117.5,120743.0
2024-10-14,4145.0,4166.3999,4121.9502,4136.6499,54607.0
2024-10-11,4140.0,4240.0,4112.6499,4150.6001,285561.0
2024-10-10,4248.0498,4293.2998,4200.0,4228.3999,48517.0
2024-10-09,4274.6499,4295.0,4245.6499,4252.2998,24745.0
2024-10-08,4270.8501,4272.8501,4205.0,4251.2998,48326.0
2024-10-07,4265.0498,4297.25,4229.0,4272.25,95249.0
2024-10-04,4225.0,4299.0,4224.6499,4249.1001,226516.0
2024-10-03,4277.9502,4277.9502,4209.2998,4232.3999,89286.0
2024-10-01,4255.0,4295.2002,4243.1001,4286.2998,126596.0
2024-09-30,4294.9502,4296.4502,4259.8501,4268.3999,52596.0
2024-09-27,4343.3501,4378.4502,4300.1001,4309.0498,86656.0
2024-09-26,4255.0,4316.3501,4255.0,4291.25,66991.0
2024-09-25,4257.9502,4289.0,4240.0,4275.9502,61267.0
2024-09-24,4264.9502,4290.0,4243.3501,4272.3999,25648.0
2024-09-23,4286.0498,4303.9502,4252.7002,4267.5498,53740.0
2024-09-20,4320.9502,4331.2002,4226.6001,4285.2998,503940.0
2024-09-19,4397.75,4421.0,4282.8999,4296.8501,81459.0
2024-09-18,4516.9502,4516.9502,4321.6499,4346.6001,68843.0
2024-09-17,4505.1499,4535.0,4468.75,4503.6499,17791.0
2024-09-16,4530.0,4544.7998,4495.9502,4513.0,16633.0
2024-09-13,4530.0,4546.5,4505.75,4522.25,126778.0
2024-09-12,4501.5498,4530.2002,4431.7002,4517.2002,39658.0
2024-09-11,4520.0,4548.0,4473.6001,4485.25,21662.0
2024-09-10,4453.0,4539.9502,4441.0,4506.8999,68749.0
2024-09-09,4401.1001,4490.0,4401.1001,4453.0,39832.0
2024-09-06,4479.9502,4517.7998,4440.25,4457.5,197568.0
2024-09-05,4484.0,4498.0,4455.0,4480.3501,26026.0
2024-09-04,4479.0,4486.4502,4438.3501,4479.6499,91069.0
2024-09-03,4540.1001,4555.0,4495.5,4512.2002,73169.0
2024-09-02,4584.8501,4585.8999,4513.75,4520.8501,28256.0
2024-08-30,4513.0498,4580.0,4488.7002,4551.8501,141415.0
