date,Open,High,Low,Close,Volume,MA7,MA21,EMA
2020-04-15,1094.855,1126.716,1041.7076,1048.408,1684185.0,1056.9446,972.739180952381,1062.126244814346
2020-04-16,1045.2628,1082.4114,1045.2628,1065.4096,1195396.0,1068.411457142857,977.3884380952381,1064.3151482714486
2020-04-17,1112.1758,1121.2008,1087.2886,1116.7794,1129273.0,1087.5359428571428,982.5173809523809,1099.2913160904827
2020-04-20,1118.1012,1145.9056,1096.04,1134.4648,1607935.0,1092.4912571428572,992.4670571428571,1122.7403053634941
2020-04-21,1101.3274,1141.849,1061.5352,1126.8072,2316352.0,1098.2084,1002.3277428571429,1125.4515684544979
2020-04-22,1203.3376,1262.3194,1185.1052,1242.8564,5309145.0,1116.981257142857,1019.4531714285714,1203.7214561514993
2020-04-23,1248.6452,1263.3678,1234.5606,1250.286,2958312.0,1140.7159142857142,1039.1788761904763,1234.764485383833
2020-04-24,1235.1532,1362.871,1228.863,1292.0838,4950803.0,1175.5267428571428,1056.4193333333333,1272.9773617946112
2020-04-27,1312.732,1344.2284,1297.1888,1303.8892,2327473.0,1209.595257142857,1080.1409714285714,1293.5852539315372
2020-04-28,1323.1244,1326.1784,1268.9286,1301.8838,2627867.0,1236.038742857143,1101.1950476190475,1299.1176179771792
2020-04-29,1318.2018,1324.6286,1294.9554,1300.1516,1298171.0,1259.7082857142857,1116.1694761904762,1299.8069393257263
2020-04-30,1325.4946,1362.4152,1312.732,1337.3914,2578560.0,1289.791742857143,1133.1994,1324.8632464419088
2020-05-04,1314.5552,1335.4314,1294.2718,1308.5386,1976343.0,1299.174914285714,1149.2569238095239,1313.9801488139697
2020-05-05,1322.8054,1348.1028,1319.1134,1331.876,1325615.0,1310.8306285714284,1167.8648095238095,1325.9107162713233
2020-05-06,1332.7876,1352.8432,1318.2018,1332.4686,1393400.0,1316.5998857142856,1183.023742857143,1330.2826387571076
2020-05-07,1321.8482,1379.9184,1317.199,1374.0384,2002522.0,1326.6211999999998,1201.542638095238,1359.4531462523692
2020-05-08,1413.0102,1440.0852,1401.706,1423.7672,2891992.0,1344.0331142857142,1222.5359333333333,1402.329182084123
2020-05-11,1442.182,1472.1286,1433.0658,1437.396,2152997.0,1363.6394571428573,1238.613,1425.7070606947075
2020-05-12,1438.5354,1438.5354,1326.4062,1349.4246,5785832.0,1365.3584857142855,1251.1195428571427,1374.852086898236
2020-05-13,1399.1084,1399.1084,1325.4951,1364.1477,2979114.0,1373.302642857143,1263.1529380952381,1367.7158289660786
2020-05-14,1341.9042,1364.1477,1303.6618,1308.5845,1591910.0,1369.9752857142855,1273.8406095238095,1328.2949429886928
2020-05-15,1317.9286,1337.3461,1290.4433,1329.962,1907814.0,1369.6172,1287.2479428571428,1329.4063143295643
2020-05-18,1341.7219,1351.0204,1301.793,1313.3249,2616038.0,1360.943842857143,1299.0534333333333,1318.6853714431882
2020-05-19,1332.6969,1332.6969,1279.9141,1283.6973,1428670.0,1340.9338571428573,1307.0019047619048,1295.3599904810628
2020-05-20,1282.9224,1318.0654,1270.4788,1307.8552,1815744.0,1322.4280285714285,1315.2585904761904,1303.690130160354
2020-05-21,1310.9092,1331.7397,1299.3772,1312.778,1117646.0,1317.1928,1324.114342857143,1309.7487100534515
2020-05-22,1326.2244,1329.5974,1300.699,1305.0748,1158588.0,1308.7538142857143,1327.0771238095238,1306.6327700178172
2020-05-26,1312.1854,1320.937,1291.127,1297.873,937442.0,1307.2236,1329.3431714285714,1300.7929233392724
2020-05-27,1307.2627,1325.5862,1287.3894,1319.0682,1255066.0,1305.6673428571428,1330.6281428571428,1312.9764411130907
2020-05-28,1326.4067,1348.4679,1322.35,1342.4968,1283694.0,1309.8347571428571,1332.4666000000002,1332.6566803710302
2020-05-29,1340.7191,1341.4484,1324.5835,1335.7052,1180480.0,1317.2644571428573,1334.077142857143,1334.6890267903434
2020-06-01,1349.1972,1403.1651,1345.2316,1386.0722,2033958.0,1328.4383142857146,1338.1686,1368.9444755967813
2020-06-02,1386.5736,1403.8944,1386.5736,1400.339,837100.0,1340.9470285714285,1341.1661047619048,1389.8741585322605
2020-06-03,1408.4525,1421.2151,1397.7409,1406.1278,889056.0,1355.3831714285714,1345.8132095238095,1400.7099195107537
2020-06-04,1403.8944,1448.5637,1403.8944,1440.3136,1421436.0,1375.7318285714287,1350.9769047619047,1427.1123731702512
2020-06-05,1460.3236,1474.7272,1435.1629,1440.9061,1316812.0,1393.1372428571428,1356.140595238095,1436.3081910567505
2020-06-08,1480.4704,1480.4704,1426.7304,1431.2885,2223880.0,1405.8217714285713,1358.8667904761905,1432.9617303522502
2020-06-09,1440.3592,1442.5015,1397.5586,1401.2507,1009268.0,1415.1854142857142,1357.7945761904762,1411.82104345075
2020-06-10,1404.8971,1439.4475,1404.4413,1433.0662,843222.0,1421.8988428571427,1357.5883952380952,1425.9844811502498
2020-06-11,1430.3313,1430.3313,1395.6442,1401.6153,661820.0,1422.0811714285717,1360.0736666666667,1409.7383603834166
2020-06-12,1362.8715,1452.2102,1362.8715,1448.3814,1544478.0,1428.1174000000003,1364.0847952380952,1435.5003867944722
2020-06-15,1437.6243,1482.9318,1423.5398,1472.2658,2250800.0,1432.682,1371.8791428571428,1460.0106622648238
2020-06-16,1496.4238,1502.2126,1445.054,1474.5449,2535406.0,1437.4875428571431,1378.7640428571428,1469.7001540882748
2020-06-17,1465.8845,1490.4527,1460.4148,1472.6305,1781676.0,1443.3935428571428,1386.350023809524,1471.6537180294247
2020-06-18,1463.651,1517.8468,1463.651,1509.8702,2027974.0,1458.9106142857142,1397.1201619047617,1497.131372676475
2020-06-19,1526.6895,1630.523,1513.8357,1603.9949,5858510.0,1483.329,1411.2220523809524,1568.3737242254917
2020-06-22,1618.1706,1644.6531,1581.5235,1592.782,4073664.0,1510.6385285714284,1424.5555761904761,1584.6459080751638
2020-06-23,1598.981,1608.2339,1564.1571,1568.0315,2707058.0,1527.7314,1437.077323809524,1573.5696360250547
2020-06-24,1586.036,1615.3901,1561.2399,1574.6863,2717448.0,1542.3629,1450.2589095238097,1574.3140786750182
2020-06-25,1576.1905,1594.4229,1562.3795,1566.1171,1309314.0,1555.4446428571428,1462.0231428571428,1568.849426225006
2020-06-26,1577.4212,1596.7019,1565.4334,1588.5885,2770356.0,1572.0100714285713,1473.7417952380952,1582.0088087416686
2020-06-29,1575.2789,1585.2155,1563.4278,1570.8575,1340214.0,1580.722542857143,1484.9395238095237,1574.5746029138897
2020-06-30,1582.8453,1586.8564,1546.107,1552.8074,1985890.0,1573.410042857143,1492.8792952380952,1560.0631343046298
2020-07-01,1566.1627,1594.1038,1557.7302,1584.3039,938276.0,1572.1988857142858,1501.6395285714286,1576.2236447682099
2020-07-02,1595.3345,1610.6497,1581.1132,1604.9521,1631550.0,1577.4732571428572,1511.1073523809525,1595.37594825607
2020-07-03,1623.6403,1634.3518,1612.1995,1629.5202,1714566.0,1585.3066714285712,1520.1171904761904,1618.1387827520232
2020-07-06,1641.9639,1693.7894,1633.6225,1687.7727,1898842.0,1602.6860428571429,1531.8727428571428,1664.5613942506743
2020-07-07,1704.7289,1704.7289,1646.7499,1662.7488,1435434.0,1613.2803714285715,1542.894661904762,1663.352998083558
2020-07-08,1664.6176,1672.6399,1631.8905,1638.4997,1167296.0,1622.943542857143,1554.1922333333332,1646.7841326945193
2020-07-09,1647.7526,1672.2752,1629.0644,1663.3413,1410480.0,1638.7341,1565.1577142857143,1657.8222442315064
2020-07-10,1668.1729,1717.8562,1663.3413,1712.4776,2280558.0,1657.0446285714283,1579.960680952381,1694.2591480771687
2020-07-13,1739.8262,1774.9236,1732.1686,1763.346,3145520.0,1679.6723285714288,1594.9589952380952,1740.3170493590562
2020-07-14,1763.7107,1769.4539,1720.9557,1747.2559,2267106.0,1696.4917142857144,1608.053761904762,1744.942949786352
2020-07-15,1767.3571,1803.6396,1639.229,1682.4854,5678048.0,1695.736385714286,1617.9556904761903,1703.3045832621174
2020-07-16,1686.4965,1702.9056,1652.0828,1680.2063,3294500.0,1698.2303142857143,1627.8402523809523,1687.905727754039
2020-07-17,1681.9384,1750.2187,1675.7394,1742.4243,1978960.0,1713.0766857142858,1638.9142571428574,1724.2514425846796
2020-07-20,1750.3554,1760.5656,1731.7128,1749.6717,1512614.0,1725.4096000000002,1645.8512476190479,1741.19828086156
2020-07-21,1770.1832,1802.0899,1763.9842,1797.5773,2068846.0,1737.5667,1655.6034047619046,1778.78429362052
2020-07-22,1805.0526,1832.3556,1786.7746,1826.9771,2935892.0,1746.6568571428572,1667.9341476190477,1810.9128312068399
2020-07-23,1826.9771,1895.1662,1815.126,1878.5292,2758098.0,1765.4101857142855,1682.402857142857,1855.9904104022798
2020-07-24,1877.9366,1971.6511,1874.199,1956.5182,5778544.0,1804.5577285714285,1700.9933857142858,1923.00893680076
2020-07-27,1995.9914,2004.3783,1939.9723,1965.3154,4626580.0,1845.2875999999999,1718.9327619047617,1951.2132456002535
2020-07-28,1972.5627,1999.5467,1961.988,1985.0064,2178804.0,1879.9421857142856,1738.6541380952378,1973.7420152000843
2020-07-29,1987.331,1992.0714,1887.9644,1910.6182,3050440.0,1902.934542857143,1755.6927476190479,1931.6594717333612
2020-07-30,1914.4014,1949.9546,1889.1495,1922.2869,2407642.0,1920.7502,1771.7871761904764,1925.411090577787
2020-07-31,1937.1919,1941.6133,1871.8288,1884.2724,2566472.0,1928.9352428571426,1785.0881428571429,1897.9852968592622
2020-08-03,1877.025,1877.025,1826.8859,1830.9426,1429454.0,1922.1371571428572,1794.6796857142856,1853.2901656197544
2020-08-04,1838.8281,1975.4799,1824.379,1961.0308,4106394.0,1922.7818142857143,1807.691976190476,1925.1172552065848
2020-08-05,1978.2148,2001.0053,1930.8106,1938.6961,3587676.0,1918.979057142857,1820.8323238095236,1934.169818402195
2020-08-06,1969.0986,1975.9813,1920.7372,1945.8979,2497264.0,1913.3921285714284,1835.4703333333334,1941.9885394673984
2020-08-07,1936.7817,1966.3637,1932.725,1956.974,1921552.0,1920.0143857142855,1849.4528428571425,1951.9788464891328
2020-08-10,1965.9079,1973.6111,1921.9223,1932.2692,1651252.0,1921.4404285714286,1859.9191095238095,1938.8390821630444
2020-08-11,1948.7695,1969.0986,1915.4498,1945.4421,1394734.0,1930.1789571428574,1868.5903523809525,1943.241094054348
2020-08-12,1936.2803,1955.3331,1920.4181,1939.5621,1405374.0,1945.6960285714285,1877.7477904761904,1940.7884313514494
2020-08-13,1944.9407,1949.9546,1923.5176,1934.7305,916406.0,1941.9388428571426,1889.759461904762,1936.749810450483
2020-08-14,1934.7305,1965.9079,1905.4675,1927.2552,2024690.0,1940.3044285714288,1901.5236952380953,1930.420070150161
2020-08-17,1917.273,1921.0562,1887.0528,1906.6071,1847598.0,1934.6914571428572,1909.3419238095237,1914.5447567167203
2020-08-18,1905.0117,1944.3937,1898.8583,1931.4943,1284800.0,1931.0515,1918.0001428571427,1925.8444522389066
2020-08-19,1952.6439,1963.6289,1933.8645,1944.6672,1517536.0,1932.822642857143,1925.004423809524,1938.3929507463024
2020-08-20,1930.8561,1936.1891,1903.2796,1911.074,988400.0,1927.9129142857144,1929.009038095238,1920.1803169154343
2020-08-21,1932.4515,1932.4515,1893.4797,1897.7643,874398.0,1921.9418,1929.924995238095,1905.2363056384781
2020-08-24,1913.3075,1918.6404,1887.1896,1910.8005,1121572.0,1918.5232285714287,1927.7479619047622,1908.9457685461593
2020-08-25,1918.9595,1924.7027,1894.6193,1897.9923,963768.0,1914.3428142857142,1924.5421000000001,1901.6434561820531
2020-08-26,1902.915,1957.3843,1866.3135,1947.9946,1714930.0,1920.2553142857143,1922.7796333333335,1932.544218727351
2020-08-27,1956.5638,1958.615,1917.82,1925.0674,794382.0,1919.3371857142859,1923.4676904761905,1927.559672909117
2020-08-28,1932.6338,1943.4821,1920.0535,1928.6227,927108.0,1917.0451142857144,1923.7693952380953,1928.2683576363722
2020-08-31,1980.038,1980.038,1879.0761,1894.8472,1541794.0,1914.727,1924.2729571428567,1905.9875858787907
2020-09-01,1909.8433,1934.2291,1881.0817,1903.0517,1084774.0,1915.482342857143,1927.706723809524,1904.0303286262636
2020-09-02,1909.8433,1948.1313,1901.1829,1940.4737,3959546.0,1919.7213714285713,1926.7278142857144,1928.3259095420879
2020-09-03,1939.9268,1948.1313,1917.3186,1925.4776,549996.0,1923.6478428571427,1926.098361904762,1926.4270365140292
2020-09-04,1883.0417,1911.6665,1883.0417,1893.7988,922036.0,1915.9055857142855,1923.617452380952,1904.6748788380098
2020-09-07,1896.3513,1918.9595,1864.5814,1898.3569,1250716.0,1912.0898,1920.826161904762,1900.4628929460032
2020-09-08,1908.7494,1932.6338,1896.9895,1920.8283,963264.0,1910.9763142857141,1920.2813571428571,1914.0398309820011
2020-09-09,1900.7271,1975.6623,1900.7271,1970.2381,1701352.0,1921.7464428571432,1921.4621190476191,1951.505343660667
2020-09-10,1991.8891,2136.7455,1983.8213,2110.0806,4899404.0,1951.322,1929.5820476190474,2057.222181220222
2020-09-11,2110.0806,2130.4553,2084.0083,2113.9094,2661270.0,1976.0985285714287,1938.1143761904762,2095.0136604067407
2020-09-14,2114.7298,2151.4225,2080.2706,2098.8677,1239952.0,2000.8685428571428,1946.2864,2097.58302013558
2020-09-15,2110.3996,2120.8833,2085.9682,2113.0433,1018282.0,2032.1891857142857,1956.116695238095,2107.8898733785268
2020-09-16,2118.3307,2159.4448,2107.4369,2118.4675,1306328.0,2063.633557142857,1965.0201809523808,2114.941624459509
2020-09-17,2114.0461,2128.0851,2090.344,2096.1328,843732.0,2088.677057142857,1972.2328285714286,2102.4024081531697
2020-09-18,2111.1289,2114.5931,2075.8037,2101.7393,1036778.0,2107.462942857143,1981.3121285714283,2101.960336051057
2020-09-21,2101.2835,2130.0451,2049.3211,2055.8392,1002018.0,2099.7141714285713,1988.8395047619047,2071.212912017019
2020-09-22,2084.8743,2084.8743,2006.7941,2015.7279,1386664.0,2085.688242857143,1993.8360476190473,2034.222904005673
2020-09-23,2073.9349,2075.3023,2011.1698,2032.5017,1548288.0,2076.207385714286,2000.241257142857,2033.0754346685578
2020-09-24,2014.6796,2029.2655,1983.3654,1988.3793,878162.0,2058.3982428571426,2002.164338095238,2003.2780115561861
2020-09-25,2001.9169,2017.0498,1976.9385,2007.1131,826170.0,2042.4904714285715,2006.0712761904763,2005.8347371853954
2020-09-28,2032.0004,2040.8431,2012.1726,2019.9214,1032906.0,2031.6031285714287,2010.4188333333334,2015.2258457284652
2020-09-29,2025.619,2063.907,2021.1977,2046.4495,650574.0,2023.7045857142857,2017.6379904761907,2036.0416152428218
2020-09-30,2064.6363,2067.1433,2028.445,2036.3305,3121380.0,2020.9176285714286,2023.9846,2036.2342050809405
2020-10-01,2063.907,2063.907,2018.1893,2028.3995,570360.0,2022.7278571428571,2028.1715428571426,2031.0110683603134
2020-10-05,2047.4979,2050.2327,2010.5773,2015.7279,786158.0,2020.3316,2032.469176190476,2020.822289453438
2020-10-06,2031.0887,2036.5585,2006.8852,2014.8163,519542.0,2024.1083142857144,2038.2319142857145,2016.8182964844793
2020-10-07,2035.8747,2105.2946,2024.7074,2057.6624,1750242.0,2031.3296428571427,2045.8178904761908,2044.0476988281598
2020-10-08,2061.9015,2067.5535,2025.9837,2041.0254,838116.0,2034.3445,2051.541561904762,2042.03283294272
2020-10-09,2039.2933,2053.5602,2021.2432,2036.285,610044.0,2032.8924285714286,2054.686652380952,2038.20094431424
2020-10-12,2036.1026,2055.5657,2030.0404,2038.9287,524484.0,2033.2636,2051.2984666666666,2038.6861147714133
2020-10-13,2034.9175,2083.9171,2031.2711,2078.7209,819140.0,2040.4523714285715,2049.622823809524,2065.375971590471
2020-10-14,2082.9599,2100.5542,2068.9665,2085.1934,613630.0,2050.3760142857145,2048.971666666667,2078.587590530157
2020-10-15,2088.5208,2089.1589,2001.0964,2010.6229,3029716.0,2049.776957142857,2044.094504761905,2033.2777968433857
2020-10-16,2019.0554,2034.7352,1980.9952,1983.2287,880218.0,2039.1435714285715,2037.6545619047622,1999.9117322811283
2020-10-19,1998.2704,2031.4534,1965.4521,1983.5022,704452.0,2030.9259714285715,2032.2912000000001,1988.9720440937092
2020-10-20,1990.704,1999.8202,1961.988,1964.9963,728276.0,2020.7418714285716,2025.779628571429,1972.9882146979032
2020-10-21,1979.2176,1997.3588,1913.2619,1935.5966,1069114.0,2005.980142857143,2020.0537904761904,1948.0604715659676
2020-10-22,1935.3687,1944.5304,1906.6526,1920.8739,603932.0,1983.4305714285713,2015.5369333333333,1929.9360905219892
2020-10-23,1922.606,1946.1258,1910.4359,1925.8422,1237080.0,1960.6661142857142,2010.4579095238096,1927.2068301739964
2020-10-26,1915.313,1919.8711,1840.0588,1849.4029,1121710.0,1937.6346857142858,2003.8399857142856,1875.3375433913322
2020-10-27,1852.4113,1877.9366,1828.2989,1854.4168,952110.0,1919.2329857142856,1996.568733333333,1861.3903811304442
2020-10-28,1863.3507,1876.0222,1829.5296,1832.9938,3038094.0,1897.731785714286,1987.6674190476192,1842.4593270434814
2020-10-29,1822.6925,1861.801,1814.807,1847.4429,769570.0,1880.938442857143,1978.1909142857144,1845.7817090144938
2020-10-30,1855.1461,1882.1757,1843.2951,1872.786,708868.0,1871.9655,1970.403080952381,1863.7845696714978
2020-11-02,1853.7787,1853.7787,1695.6127,1711.3837,2888486.0,1842.0383285714288,1955.3070904761905,1762.1839898904993
2020-11-03,1721.138,1740.7379,1672.8222,1685.9951,2328198.0,1807.7744571428573,1939.6055285714287,1711.3913966301664
2020-11-04,1677.3803,1758.3777,1677.3803,1744.3388,2131260.0,1792.7652999999998,1926.7256476190475,1733.3563322100554
2020-11-05,1776.7468,1786.7746,1760.7023,1782.3077,1909174.0,1782.464,1913.6135190476186,1765.9905774033516
2020-11-06,1812.3,1859.7042,1802.8647,1849.6764,3773746.0,1784.8472285714286,1904.501661904762,1821.7811258011172
2020-11-09,1876.7515,1887.0528,1858.7014,1869.0939,1687382.0,1787.9402285714284,1896.540180952381,1853.3229752670393
2020-11-10,1891.6109,1905.2852,1861.3451,1900.2713,2137294.0,1791.8667,1889.9374476190476,1884.6218584223463
2020-11-11,1907.1085,1910.1624,1804.0954,1820.4134,1622378.0,1807.4423714285715,1877.6370904761902,1841.8162194741153
2020-11-12,1809.5651,1830.8515,1791.3327,1804.8703,1422928.0,1824.4245428571428,1864.2883714285715,1817.1856064913718
2020-11-13,1814.1232,1856.6503,1805.9187,1819.6841,3650242.0,1835.188157142857,1855.1960476190475,1818.8512688304572
2020-11-17,1899.8155,1899.8155,1809.5651,1816.7669,1286592.0,1840.1109000000001,1847.2692952380953,1817.4616896101525
2020-11-18,1820.9148,1829.3017,1787.6863,1811.5707,855964.0,1834.6672285714287,1839.0820809523811,1813.5343632033844
2020-11-19,1810.8414,1832.3556,1794.0676,1798.3066,1605466.0,1824.5547571428574,1831.144476190476,1803.3825210677949
2020-11-20,1803.0015,1808.7447,1727.1547,1731.3482,1726366.0,1800.4228857142857,1821.4183619047622,1755.3596403559316
2020-11-23,1758.5144,1795.8908,1756.6912,1778.3877,1197264.0,1794.4192142857144,1814.633304761905,1770.711680118644
2020-11-24,1788.5979,1799.1727,1760.52,1791.4239,1501008.0,1792.4983,1808.2324333333336,1784.5198267062144
2020-11-25,1805.007,1815.9465,1770.639,1775.6073,1828126.0,1786.2016142857142,1804.7183571428573,1778.5781422354048
2020-11-26,1777.704,1791.196,1759.7907,1781.1226,901710.0,1781.1095714285714,1801.2281571428573,1780.2744474118015
2020-11-27,1769.4539,1782.9914,1751.7229,1759.2893,1046382.0,1773.6407999999997,1797.718419047619,1766.284349137267
2020-12-01,1764.2121,1792.1532,1760.3377,1781.5784,1186678.0,1771.251057142857,1794.582014285714,1776.4803830457558
